caseid,alt,choice,numalts,ivtt,ovtt,tvtt,cost,dist,female,age,numveh,hhinc,wkccbd,vehbywrk
1555,DA,1,3,38.6,2,40.6,337.42,32.97,1,26,1,27.5,0,1
1555,SR2,0,3,43.6,2,45.6,168.71,32.97,1,26,1,27.5,0,1
1555,SR3+,0,3,45.6,2,47.6,96.41,32.97,1,26,1,27.5,0,1
1556,DA,0,4,17.52,2,19.52,87.72,9.44,0,46,6,87.5,0,2
1556,SR2,1,4,22.52,2,24.52,43.86,9.44,0,46,6,87.5,0,2
1556,SR3+,0,4,24.52,2,26.52,25.06,9.44,0,46,6,87.5,0,2
1556,Bike,0,4,50.3,2,52.3,0,9.44,0,46,6,87.5,0,2
1557,DA,1,3,48.44,4.5,52.94,499.71,33.89,0,39,2,55,0,1
1557,SR2,0,3,53.54,4.5,58.04,249.85,33.89,0,39,2,55,0,1
1557,SR3+,0,3,55.54,4.5,60.04,142.77,33.89,0,39,2,55,0,1
1558,DA,1,4,20.86,2,22.86,119.99,13.36,1,39,2,55,0,1
1558,SR2,0,4,25.86,2,27.86,59.99,13.36,1,39,2,55,0,1
1558,SR3+,0,4,27.86,2,29.86,34.28,13.36,1,39,2,55,0,1
1558,Transit,0,4,47.15,27.7,74.85,212.47,13.36,1,39,2,55,0,1
1559,DA,1,4,22.24,5.5,27.74,125.31,13.97,0,29,5,47.5,0,2.5
1559,SR2,0,4,27.24,5.5,32.74,62.65,13.97,0,29,5,47.5,0,2.5
1559,SR3+,0,4,29.24,5.5,34.74,35.8,13.97,0,29,5,47.5,0,2.5
1559,Transit,0,4,23.54,16,39.54,145.92,13.97,0,29,5,47.5,0,2.5
1560,DA,1,5,7.06,2,9.06,23.11,2.08,1,34,2,22.5,0,2
1560,SR2,0,5,12.06,2,14.06,11.55,2.08,1,34,2,22.5,0,2
1560,SR3+,0,5,14.06,2,16.06,6.6,2.08,1,34,2,22.5,0,2
1560,Transit,0,5,5.53,25.6,31.13,60,2.08,1,34,2,22.5,0,2
1560,Walk,0,5,0,0,43.6,0,2.08,1,34,2,22.5,0,2
1561,DA,1,4,35.98,6.5,42.48,1186.04,15.69,0,70,5,87.5,1,5
1561,SR2,0,4,41.18,6.5,47.68,593.02,15.69,0,70,5,87.5,1,5
1561,SR3+,0,4,43.18,6.5,49.68,338.87,15.69,0,70,5,87.5,1,5
1561,Transit,0,4,46.21,28.54,74.75,205,15.69,0,70,5,87.5,1,5
1562,DA,1,5,7.74,2,9.74,31.83,3.17,1,47,4,55,0,1.33
1562,SR2,0,5,12.74,2,14.74,15.91,3.17,1,47,4,55,0,1.33
1562,SR3+,0,5,14.74,2,16.74,9.09,3.17,1,47,4,55,0,1.33
1562,Transit,0,5,9.21,55.6,64.81,60,3.17,1,47,4,55,0,1.33
1562,Walk,0,5,0,0,65.4,0,3.17,1,47,4,55,0,1.33
1563,DA,0,3,55.64,6.5,62.14,629.82,38.93,0,47,4,55,1,1.33
1563,SR2,0,3,60.64,6.5,67.14,314.91,38.93,0,47,4,55,1,1.33
1563,SR3+,1,3,62.64,6.5,69.14,179.95,38.93,0,47,4,55,1,1.33
1564,DA,1,3,33.54,5.5,39.04,540.85,27.26,0,24,4,67.5,0,1.33
1564,SR2,0,3,38.64,5.5,44.14,270.42,27.26,0,24,4,67.5,0,1.33
1564,SR3+,0,3,40.64,5.5,46.14,154.53,27.26,0,24,4,67.5,0,1.33
1565,DA,1,3,49.1,2.5,51.6,311.43,29.76,0,30,2,112.5,0,1
1565,SR2,0,3,54.1,2.5,56.6,155.72,29.76,0,30,2,112.5,0,1
1565,SR3+,0,3,56.1,2.5,58.6,88.98,29.76,0,30,2,112.5,0,1
1566,DA,0,3,47,2,49,239.71,26.74,0,23,3,17.5,0,3
1566,SR2,0,3,52,2,54,119.86,26.74,0,23,3,17.5,0,3
1566,SR3+,1,3,54,2,56,68.49,26.74,0,23,3,17.5,0,3
1567,DA,0,4,54.34,7.5,61.84,618.75,37.6,0,38,3,67.5,1,1.5
1567,SR2,0,4,59.44,7.5,66.94,309.37,37.6,0,38,3,67.5,1,1.5
1567,SR3+,0,4,46.44,7.5,53.94,163.1,37.6,0,38,3,67.5,1,1.5
1567,Transit,1,4,50.46,44,94.46,297,37.6,0,38,3,67.5,1,1.5
1568,DA,1,6,10.3,2.5,12.8,34.79,3.24,0,42,2,55,0,2
1568,SR2,0,6,15.3,2.5,17.8,17.4,3.24,0,42,2,55,0,2
1568,SR3+,0,6,17.3,2.5,19.8,9.94,3.24,0,42,2,55,0,2
1568,Transit,0,6,26.14,62.08,88.22,80,3.24,0,42,2,55,0,2
1568,Bike,0,6,19.95,2.5,22.45,0,3.24,0,42,2,55,0,2
1568,Walk,0,6,0,0,67.3,0,3.24,0,42,2,55,0,2
1569,DA,1,5,12.86,3.5,16.36,85.11,9.26,0,50,7,67.5,0,7
1569,SR2,0,5,17.86,3.5,21.36,42.55,9.26,0,50,7,67.5,0,7
1569,SR3+,0,5,19.86,3.5,23.36,24.32,9.26,0,50,7,67.5,0,7
1569,Transit,0,5,33.09,41.49,74.58,80,9.26,0,50,7,67.5,0,7
1569,Bike,0,5,48.8,3.5,52.3,0,9.26,0,50,7,67.5,0,7
1570,DA,1,6,6,2.5,8.5,14.39,0.9,0,43,3,55,0,1.5
1570,SR2,0,6,11,2.5,13.5,7.19,0.9,0,43,3,55,0,1.5
1570,SR3+,0,6,13,2.5,15.5,4.11,0.9,0,43,3,55,0,1.5
1570,Transit,0,6,1.7,30.4,32.1,75,0.9,0,43,3,55,0,1.5
1570,Bike,0,6,8.25,2.5,10.75,0,0.9,0,43,3,55,0,1.5
1570,Walk,0,6,0,0,20.5,0,0.9,0,43,3,55,0,1.5
1571,DA,1,6,6,3.5,9.5,14.39,0.9,1,41,3,55,0,1.5
1571,SR2,0,6,11,3.5,14.5,7.19,0.9,1,41,3,55,0,1.5
1571,SR3+,0,6,13,3.5,16.5,4.11,0.9,1,41,3,55,0,1.5
1571,Transit,0,6,2.13,27,29.13,75,0.9,1,41,3,55,0,1.5
1571,Bike,0,6,8.25,3.5,11.75,0,0.9,1,41,3,55,0,1.5
1571,Walk,0,6,0,0,21.5,0,0.9,1,41,3,55,0,1.5
1572,DA,1,6,6.6,2.5,9.1,20.75,1.75,0,40,2,145,0,0.67
1572,SR2,0,6,11.6,2.5,14.1,10.38,1.75,0,40,2,145,0,0.67
1572,SR3+,0,6,13.6,2.5,16.1,5.93,1.75,0,40,2,145,0,0.67
1572,Transit,0,6,22.39,64,86.39,120,1.75,0,40,2,145,0,0.67
1572,Bike,0,6,11.9,2.5,14.4,0,1.75,0,40,2,145,0,0.67
1572,Walk,0,6,0,0,37.5,0,1.75,0,40,2,145,0,0.67
1573,DA,0,6,8.42,2,10.42,30.96,2.93,1,38,2,145,0,0.67
1573,SR2,1,6,13.42,2,15.42,15.48,2.93,1,38,2,145,0,0.67
1573,SR3+,0,6,15.42,2,17.42,8.84,2.93,1,38,2,145,0,0.67
1573,Transit,0,6,8.94,28.4,37.34,60,2.93,1,38,2,145,0,0.67
1573,Bike,0,6,17.75,2,19.75,0,2.93,1,38,2,145,0,0.67
1573,Walk,0,6,0,0,60.6,0,2.93,1,38,2,145,0,0.67
1574,DA,1,4,21.4,3,24.4,106.47,11.16,0,33,1,87.5,0,0.5
1574,SR2,0,4,26.4,3,29.4,53.24,11.16,0,33,1,87.5,0,0.5
1574,SR3+,0,4,28.4,3,31.4,30.42,11.16,0,33,1,87.5,0,0.5
1574,Transit,0,4,26.19,36.1,62.29,227.73,11.16,0,33,1,87.5,0,0.5
1575,DA,0,3,50.04,2.5,52.54,329.74,31.95,0,52,6,42.5,0,3
1575,SR2,1,3,55.14,2.5,57.64,164.87,31.95,0,52,6,42.5,0,3
1575,SR3+,0,3,57.04,2.5,59.54,94.21,31.95,0,52,6,42.5,0,3
1576,DA,1,6,4.9,2,6.9,19.01,1.73,0,31,2,87.5,0,1
1576,SR2,0,6,9.9,2,11.9,9.5,1.73,0,31,2,87.5,0,1
1576,SR3+,0,6,11.9,2,13.9,5.43,1.73,0,31,2,87.5,0,1
1576,Transit,0,6,3.32,30,33.32,60,1.73,0,31,2,87.5,0,1
1576,Bike,0,6,10.9,2,12.9,0,1.73,0,31,2,87.5,0,1
1576,Walk,0,6,0,0,36.6,0,1.73,0,31,2,87.5,0,1
1577,DA,1,3,39.36,2,41.36,271.19,29.8,0,27,2,47.5,0,1
1577,SR2,0,3,44.36,2,46.36,135.6,29.8,0,27,2,47.5,0,1
1577,SR3+,0,3,46.36,2,48.36,77.48,29.8,0,27,2,47.5,0,1
1578,DA,1,3,18.96,2,20.96,87.81,9.05,1,26,2,47.5,0,1
1578,SR2,0,3,23.96,2,25.96,43.91,9.05,1,26,2,47.5,0,1
1578,SR3+,0,3,25.96,2,27.96,25.09,9.05,1,26,2,47.5,0,1
1579,DA,1,3,38.14,2.5,40.64,266.22,30.07,0,57,3,22.5,0,1.5
1579,SR2,0,3,43.24,2.5,45.74,133.11,30.07,0,57,3,22.5,0,1.5
1579,SR3+,0,3,45.24,2.5,47.74,76.06,30.07,0,57,3,22.5,0,1.5
1580,DA,1,3,33.92,2,35.92,215.56,24.58,1,23,3,22.5,0,1.5
1580,SR2,0,3,38.92,2,40.92,107.78,24.58,1,23,3,22.5,0,1.5
1580,SR3+,0,3,40.92,2,42.92,61.59,24.58,1,23,3,22.5,0,1.5
1581,DA,1,4,9.58,2,11.58,58.6,6.32,1,50,1,17.5,0,1
1581,SR2,0,4,14.58,2,16.58,29.3,6.32,1,50,1,17.5,0,1
1581,SR3+,0,4,16.58,2,18.58,16.74,6.32,1,50,1,17.5,0,1
1581,Transit,0,4,25.54,26,51.54,60,6.32,1,50,1,17.5,0,1
1582,DA,1,4,27,2,29,172.83,19.27,0,64,2,37.5,0,2
1582,SR2,0,4,32,2,34,86.42,19.27,0,64,2,37.5,0,2
1582,SR3+,0,4,34,2,36,49.38,19.27,0,64,2,37.5,0,2
1582,Transit,0,4,65.57,22.2,87.77,318.45,19.27,0,64,2,37.5,0,2
1583,DA,1,3,67.12,2,69.12,452.48,51,0,37,2,145,0,2
1583,SR2,0,3,70.42,2,72.42,226.24,51,0,37,2,145,0,2
1583,SR3+,0,3,72.42,2,74.42,129.28,51,0,37,2,145,0,2
1584,DA,1,5,5.04,2,7.04,17.09,1.38,0,47,2,87.5,0,1
1584,SR2,0,5,10.04,2,12.04,8.55,1.38,0,47,2,87.5,0,1
1584,SR3+,0,5,12.04,2,14.04,4.88,1.38,0,47,2,87.5,0,1
1584,Bike,0,5,9.8,2,11.8,0,1.38,0,47,2,87.5,0,1
1584,Walk,0,5,0,0,29.6,0,1.38,0,47,2,87.5,0,1
1585,DA,1,5,13.54,3.5,17.04,63.31,6.73,1,35,1,32.5,0,1
1585,SR2,0,5,18.54,3.5,22.04,31.65,6.73,1,35,1,32.5,0,1
1585,SR3+,0,5,20.54,3.5,24.04,18.09,6.73,1,35,1,32.5,0,1
1585,Transit,0,5,18.39,41.49,59.88,80,6.73,1,35,1,32.5,0,1
1585,Bike,0,5,36.3,3.5,39.8,0,6.73,1,35,1,32.5,0,1
1586,DA,1,5,16.66,2,18.66,89.9,9.74,0,35,3,87.5,0,1.5
1586,SR2,0,5,21.66,2,23.66,44.95,9.74,0,35,3,87.5,0,1.5
1586,SR3+,0,5,23.66,2,25.66,25.69,9.74,0,35,3,87.5,0,1.5
1586,Transit,0,5,23.02,34.1,57.12,60,9.74,0,35,3,87.5,0,1.5
1586,Bike,0,5,51.55,2,53.55,0,9.74,0,35,3,87.5,0,1.5
1587,DA,0,5,10.74,2,12.74,62.96,6.82,1,55,2,42.5,0,1
1587,SR2,1,5,15.74,2,17.74,31.48,6.82,1,55,2,42.5,0,1
1587,SR3+,0,5,17.74,2,19.74,17.99,6.82,1,55,2,42.5,0,1
1587,Transit,0,5,18.65,27,45.65,60,6.82,1,55,2,42.5,0,1
1587,Bike,0,5,36.1,2,38.1,0,6.82,1,55,2,42.5,0,1
1588,DA,0,5,10.74,2,12.74,62.96,6.82,0,60,2,42.5,0,1
1588,SR2,1,5,15.74,2,17.74,31.48,6.82,0,60,2,42.5,0,1
1588,SR3+,0,5,17.74,2,19.74,17.99,6.82,0,60,2,42.5,0,1
1588,Transit,0,5,18.65,27,45.65,60,6.82,0,60,2,42.5,0,1
1588,Bike,0,5,36.1,2,38.1,0,6.82,0,60,2,42.5,0,1
1589,DA,1,6,9.6,2,11.6,34.01,2.9,0,27,2,37.5,0,2
1589,SR2,0,6,14.6,2,16.6,17,2.9,0,27,2,37.5,0,2
1589,SR3+,0,6,16.6,2,18.6,9.72,2.9,0,27,2,37.5,0,2
1589,Transit,0,6,1.68,30,31.68,60,2.9,0,27,2,37.5,0,2
1589,Bike,0,6,19.5,2,21.5,0,2.9,0,27,2,37.5,0,2
1589,Walk,0,6,0,0,60.4,0,2.9,0,27,2,37.5,0,2
1590,DA,1,4,11.86,2.5,14.36,51.36,5.07,1,20,2,37.5,0,1
1590,SR2,0,4,16.86,2.5,19.36,25.68,5.07,1,20,2,37.5,0,1
1590,SR3+,0,4,18.86,2.5,21.36,14.67,5.07,1,20,2,37.5,0,1
1590,Transit,0,4,18.43,30.4,48.83,60,5.07,1,20,2,37.5,0,1
1591,DA,1,4,12.3,2,14.3,65.57,6.95,1,26,2,37.5,0,1
1591,SR2,0,4,17.3,2,19.3,32.79,6.95,1,26,2,37.5,0,1
1591,SR3+,0,4,19.3,2,21.3,18.74,6.95,1,26,2,37.5,0,1
1591,Transit,0,4,13.23,27,40.23,60,6.95,1,26,2,37.5,0,1
1592,DA,1,3,44.3,2,46.3,250.09,27.93,0,24,4,47.5,0,2
1592,SR2,0,3,49.3,2,51.3,125.04,27.93,0,24,4,47.5,0,2
1592,SR3+,0,3,51.3,2,53.3,71.45,27.93,0,24,4,47.5,0,2
1593,DA,1,5,11.7,2,13.7,46.56,4.77,0,31,3,42.5,0,1.5
1593,SR2,0,5,16.7,2,18.7,23.28,4.77,0,31,3,42.5,0,1.5
1593,SR3+,0,5,18.7,2,20.7,13.3,4.77,0,31,3,42.5,0,1.5
1593,Transit,0,5,8.98,28.4,37.38,60,4.77,0,31,3,42.5,0,1.5
1593,Bike,0,5,26.7,2,28.7,0,4.77,0,31,3,42.5,0,1.5
1594,DA,1,6,7.78,3.5,11.28,26.77,2.49,0,50,2,87.5,0,1
1594,SR2,0,6,12.78,3.5,16.28,13.39,2.49,0,50,2,87.5,0,1
1594,SR3+,0,6,14.78,3.5,18.28,7.65,2.49,0,50,2,87.5,0,1
1594,Transit,0,6,18.45,45,63.45,120,2.49,0,50,2,87.5,0,1
1594,Bike,0,6,15.35,3.5,18.85,0,2.49,0,50,2,87.5,0,1
1594,Walk,0,6,0,0,53.3,0,2.49,0,50,2,87.5,0,1
1595,DA,1,3,24.2,2,26.2,150.33,16.54,0,49,2,67.5,0,0.67
1595,SR2,0,3,29.2,2,31.2,75.17,16.54,0,49,2,67.5,0,0.67
1595,SR3+,0,3,31.2,2,33.2,42.95,16.54,0,49,2,67.5,0,0.67
1596,DA,1,4,27.42,3.5,30.92,188.61,21.19,0,47,3,67.5,0,3
1596,SR2,0,4,32.42,3.5,35.92,94.31,21.19,0,47,3,67.5,0,3
1596,SR3+,0,4,34.42,3.5,37.92,53.89,21.19,0,47,3,67.5,0,3
1596,Transit,0,4,29.9,11.4,41.3,227.11,21.19,0,47,3,67.5,0,3
1597,DA,1,3,49.1,3.5,52.6,349.67,39.5,0,55,2,55,0,1
1597,SR2,0,3,52.6,3.5,56.1,174.84,39.5,0,55,2,55,0,1
1597,SR3+,0,3,54.6,3.5,58.1,99.91,39.5,0,55,2,55,0,1
1598,DA,1,5,10.74,2,12.74,46.3,4.71,1,53,2,55,0,1
1598,SR2,0,5,15.74,2,17.74,23.15,4.71,1,53,2,55,0,1
1598,SR3+,0,5,17.74,2,19.74,13.23,4.71,1,53,2,55,0,1
1598,Transit,0,5,61.91,43.6,105.51,188.84,4.71,1,53,2,55,0,1
1598,Bike,0,5,26.55,2,28.55,0,4.71,1,53,2,55,0,1
1599,DA,0,4,24.44,2,26.44,147.37,15.82,0,44,4,112.5,0,2
1599,SR2,1,4,29.44,2,31.44,73.68,15.82,0,44,4,112.5,0,2
1599,SR3+,0,4,31.44,2,33.44,42.11,15.82,0,44,4,112.5,0,2
1599,Transit,0,4,43.42,27.6,71.02,190.49,15.82,0,44,4,112.5,0,2
1600,DA,1,4,19.3,2,21.3,93.74,10.05,0,59,2,32.5,0,2
1600,SR2,0,4,24.3,2,26.3,46.87,10.05,0,59,2,32.5,0,2
1600,SR3+,0,4,26.3,2,28.3,26.78,10.05,0,59,2,32.5,0,2
1600,Transit,0,4,29.79,62.08,91.87,75,10.05,0,59,2,32.5,0,2
1601,DA,1,3,10.94,2.5,13.44,54.67,5.59,0,58,3,47.5,0,3
1601,SR2,0,3,15.94,2.5,18.44,27.34,5.59,0,58,3,47.5,0,3
1601,SR3+,0,3,17.94,2.5,20.44,15.62,5.59,0,58,3,47.5,0,3
1602,DA,0,4,31.28,2,33.28,193.85,21.67,0,54,4,145,0,2
1602,SR2,0,4,36.28,2,38.28,96.92,21.67,0,54,4,145,0,2
1602,SR3+,1,4,38.28,2,40.28,55.38,21.67,0,54,4,145,0,2
1602,Transit,0,4,40.07,26.4,66.47,245.84,21.67,0,54,4,145,0,2
1603,DA,1,5,10.74,2,12.74,46.3,4.71,1,30,4,145,0,2
1603,SR2,0,5,15.74,2,17.74,23.15,4.71,1,30,4,145,0,2
1603,SR3+,0,5,17.74,2,19.74,13.23,4.71,1,30,4,145,0,2
1603,Transit,0,5,61.91,43.6,105.51,188.84,4.71,1,30,4,145,0,2
1603,Bike,0,5,26.55,2,28.55,0,4.71,1,30,4,145,0,2
1604,DA,1,4,31.4,6.5,37.9,323.09,22.81,0,53,2,145,0,1
1604,SR2,0,4,36.4,6.5,42.9,161.54,22.81,0,53,2,145,0,1
1604,SR3+,0,4,38.4,6.5,44.9,92.31,22.81,0,53,2,145,0,1
1604,Transit,0,4,35.81,10.8,46.61,220.84,22.81,0,53,2,145,0,1
1605,DA,1,4,20.7,2,22.7,120.16,12.83,0,27,2,42.5,0,1
1605,SR2,0,4,25.7,2,27.7,60.08,12.83,0,27,2,42.5,0,1
1605,SR3+,0,4,27.7,2,29.7,34.33,12.83,0,27,2,42.5,0,1
1605,Transit,0,4,27.14,19.3,46.44,190.49,12.83,0,27,2,42.5,0,1
1606,DA,1,6,10.4,2,12.4,34.01,2.85,1,25,2,42.5,0,1
1606,SR2,0,6,15.4,2,17.4,17,2.85,1,25,2,42.5,0,1
1606,SR3+,0,6,17.4,2,19.4,9.72,2.85,1,25,2,42.5,0,1
1606,Transit,0,6,3.83,34,37.83,60,2.85,1,25,2,42.5,0,1
1606,Bike,0,6,19.5,2,21.5,0,2.85,1,25,2,42.5,0,1
1606,Walk,0,6,0,0,59,0,2.85,1,25,2,42.5,0,1
1607,DA,1,5,10.9,2,12.9,31.04,2.41,0,61,2,37.5,0,1
1607,SR2,0,5,15.9,2,17.9,15.52,2.41,0,61,2,37.5,0,1
1607,SR3+,0,5,17.9,2,19.9,8.87,2.41,0,61,2,37.5,0,1
1607,Transit,0,5,42.34,43.6,85.94,188.84,2.41,0,61,2,37.5,0,1
1607,Walk,0,5,0,0,50.2,0,2.41,0,61,2,37.5,0,1
1608,DA,1,3,26.24,2,28.24,233.04,20.92,1,52,4,87.5,0,4
1608,SR2,0,3,31.34,2,33.34,116.52,20.92,1,52,4,87.5,0,4
1608,SR3+,0,3,33.34,2,35.34,66.58,20.92,1,52,4,87.5,0,4
1609,DA,1,4,17.34,2,19.34,114.49,12.73,0,35,2,47.5,0,1
1609,SR2,0,4,22.34,2,24.34,57.25,12.73,0,35,2,47.5,0,1
1609,SR3+,0,4,24.34,2,26.34,32.71,12.73,0,35,2,47.5,0,1
1609,Transit,0,4,31.96,35.7,67.66,60,12.73,0,35,2,47.5,0,1
1610,DA,1,4,19.86,2,21.86,123.48,13.64,1,61,2,67.5,0,2
1610,SR2,0,4,24.96,2,26.96,61.74,13.64,1,61,2,67.5,0,2
1610,SR3+,0,4,26.96,2,28.96,35.28,13.64,1,61,2,67.5,0,2
1610,Transit,0,4,42.01,53.76,95.77,60,13.64,1,61,2,67.5,0,2
1611,DA,1,4,20.44,4.5,24.94,106.56,11.44,0,42,2,87.5,0,1
1611,SR2,0,4,25.44,4.5,29.94,53.28,11.44,0,42,2,87.5,0,1
1611,SR3+,0,4,27.44,4.5,31.94,30.45,11.44,0,42,2,87.5,0,1
1611,Bike,0,4,61.1,4.5,65.6,0,11.44,0,42,2,87.5,0,1
1612,DA,1,4,34.12,2,36.12,232.65,25.64,0,71,2,27.5,0,2
1612,SR2,0,4,39.12,2,41.12,116.32,25.64,0,71,2,27.5,0,2
1612,SR3+,0,4,41.12,2,43.12,66.47,25.64,0,71,2,27.5,0,2
1612,Transit,0,4,56.27,30.6,86.87,277.49,25.64,0,71,2,27.5,0,2
1613,DA,1,4,32.9,2,34.9,194.72,21.73,0,50,2,112.5,0,2
1613,SR2,0,4,37.9,2,39.9,97.36,21.73,0,50,2,112.5,0,2
1613,SR3+,0,4,39.9,2,41.9,55.63,21.73,0,50,2,112.5,0,2
1613,Transit,0,4,73.85,32.2,106.05,453.45,21.73,0,50,2,112.5,0,2
1614,DA,1,6,6.8,2,8.8,16.74,1.32,1,50,2,87.5,0,1
1614,SR2,0,6,11.8,2,13.8,8.37,1.32,1,50,2,87.5,0,1
1614,SR3+,0,6,13.8,2,15.8,4.78,1.32,1,50,2,87.5,0,1
1614,Transit,0,6,4.07,9.1,13.17,60,1.32,1,50,2,87.5,0,1
1614,Bike,0,6,9.6,2,11.6,0,1.32,1,50,2,87.5,0,1
1614,Walk,0,6,0,0,28.4,0,1.32,1,50,2,87.5,0,1
1615,DA,1,3,63.26,4.5,67.76,437.31,46.17,0,50,2,87.5,0,1
1615,SR2,0,3,66.66,4.5,71.16,218.65,46.17,0,50,2,87.5,0,1
1615,SR3+,0,3,68.66,4.5,73.16,124.95,46.17,0,50,2,87.5,0,1
1616,DA,1,4,19.74,3.5,23.24,123.21,13.68,1,44,4,22.5,0,2
1616,SR2,0,4,24.74,3.5,28.24,61.61,13.68,1,44,4,22.5,0,2
1616,SR3+,0,4,26.74,3.5,30.24,35.2,13.68,1,44,4,22.5,0,2
1616,Transit,0,4,23.34,28,51.34,213.08,13.68,1,44,4,22.5,0,2
1617,DA,1,3,18.34,3.5,21.84,112.84,12.41,1,28,1,112.5,0,0.5
1617,SR2,0,3,23.34,3.5,26.84,56.42,12.41,1,28,1,112.5,0,0.5
1617,SR3+,0,3,25.34,3.5,28.84,32.24,12.41,1,28,1,112.5,0,0.5
1618,DA,1,4,34.04,6.5,40.54,347.42,25.72,0,50,1,112.5,0,0.5
1618,SR2,0,4,39.04,6.5,45.54,173.71,25.72,0,50,1,112.5,0,0.5
1618,SR3+,0,4,41.04,6.5,47.54,99.26,25.72,0,50,1,112.5,0,0.5
1618,Transit,0,4,39.4,10.8,50.2,246.21,25.72,0,50,1,112.5,0,0.5
1619,DA,1,4,30.14,6.5,36.64,300.07,19.94,0,50,4,87.5,0,4
1619,SR2,0,4,35.14,6.5,41.64,150.03,19.94,0,50,4,87.5,0,4
1619,SR3+,0,4,37.14,6.5,43.64,85.73,19.94,0,50,4,87.5,0,4
1619,Transit,0,4,32.41,10.6,43.01,203.57,19.94,0,50,4,87.5,0,4
1620,DA,0,4,17.88,2,19.88,116.24,12.82,1,54,2,145,0,1
1620,SR2,1,4,22.88,2,24.88,58.12,12.82,1,54,2,145,0,1
1620,SR3+,0,4,24.88,2,26.88,33.21,12.82,1,54,2,145,0,1
1620,Transit,0,4,29.32,20.9,50.22,206.45,12.82,1,54,2,145,0,1
1621,DA,0,4,17.88,2,19.88,116.24,12.82,0,55,2,145,0,1
1621,SR2,1,4,22.88,2,24.88,58.12,12.82,0,55,2,145,0,1
1621,SR3+,0,4,24.88,2,26.88,33.21,12.82,0,55,2,145,0,1
1621,Transit,0,4,29.32,20.9,50.22,206.45,12.82,0,55,2,145,0,1
1622,DA,1,6,8.5,2,10.5,25.2,1.84,0,38,2,37.5,0,2
1622,SR2,0,6,13.5,2,15.5,12.6,1.84,0,38,2,37.5,0,2
1622,SR3+,0,6,15.5,2,17.5,7.2,1.84,0,38,2,37.5,0,2
1622,Transit,0,6,42.38,43.6,85.98,195.11,1.84,0,38,2,37.5,0,2
1622,Bike,0,6,14.45,2,16.45,0,1.84,0,38,2,37.5,0,2
1622,Walk,0,6,0,0,38.8,0,1.84,0,38,2,37.5,0,2
1623,DA,1,4,7.74,2,9.74,36.45,3.68,0,43,4,67.5,0,4
1623,SR2,0,4,12.74,2,14.74,18.22,3.68,0,43,4,67.5,0,4
1623,SR3+,0,4,14.74,2,16.74,10.41,3.68,0,43,4,67.5,0,4
1623,Walk,0,4,0,0,75.6,0,3.68,0,43,4,67.5,0,4
1624,DA,1,4,28.56,2,30.56,159.66,17.71,1,29,4,145,0,1.33
1624,SR2,0,4,33.66,2,35.66,79.83,17.71,1,29,4,145,0,1.33
1624,SR3+,0,4,35.66,2,37.66,45.62,17.71,1,29,4,145,0,1.33
1624,Transit,0,4,35.01,28.14,63.15,217.79,17.71,1,29,4,145,0,1.33
1625,DA,1,4,37.5,2,39.5,189.92,20.88,0,55,4,145,0,1.33
1625,SR2,0,4,42.5,2,44.5,94.96,20.88,0,55,4,145,0,1.33
1625,SR3+,0,4,44.5,2,46.5,54.26,20.88,0,55,4,145,0,1.33
1625,Transit,0,4,46.03,32,78.03,217.79,20.88,0,55,4,145,0,1.33
1626,DA,1,6,7.78,2.5,10.28,26.77,2.49,0,38,2,55,0,1
1626,SR2,0,6,12.78,2.5,15.28,13.39,2.49,0,38,2,55,0,1
1626,SR3+,0,6,14.78,2.5,17.28,7.65,2.49,0,38,2,55,0,1
1626,Transit,0,6,18.9,64,82.9,120,2.49,0,38,2,55,0,1
1626,Bike,0,6,15.35,2.5,17.85,0,2.49,0,38,2,55,0,1
1626,Walk,0,6,0,0,52.3,0,2.49,0,38,2,55,0,1
1627,DA,1,4,13.08,2,15.08,53.72,5.6,0,52,3,67.5,0,1.5
1627,SR2,0,4,18.08,2,20.08,26.86,5.6,0,52,3,67.5,0,1.5
1627,SR3+,0,4,20.08,2,22.08,15.35,5.6,0,52,3,67.5,0,1.5
1627,Bike,0,4,30.8,2,32.8,0,5.6,0,52,3,67.5,0,1.5
1628,DA,1,3,34.48,2,36.48,238.93,26.86,0,55,3,42.5,0,1.5
1628,SR2,0,3,39.48,2,41.48,119.46,26.86,0,55,3,42.5,0,1.5
1628,SR3+,0,3,41.48,2,43.48,68.27,26.86,0,55,3,42.5,0,1.5
1629,DA,1,4,5.04,2,7.04,17.09,1.38,1,41,1,12.5,0,1
1629,SR2,0,4,10.04,2,12.04,8.55,1.38,1,41,1,12.5,0,1
1629,SR3+,0,4,12.04,2,14.04,4.88,1.38,1,41,1,12.5,0,1
1629,Walk,0,4,0,0,29.6,0,1.38,1,41,1,12.5,0,1
1630,DA,1,4,15.3,3,18.3,86.07,9.09,0,26,2,55,0,2
1630,SR2,0,4,20.3,3,23.3,43.03,9.09,0,26,2,55,0,2
1630,SR3+,0,4,22.3,3,25.3,24.59,9.09,0,26,2,55,0,2
1630,Bike,0,4,49.35,3,52.35,0,9.09,0,26,2,55,0,2
1631,DA,1,4,31.94,3.5,35.44,231.17,26.03,1,44,4,145,0,4
1631,SR2,0,4,37.04,3.5,40.54,115.58,26.03,1,44,4,145,0,4
1631,SR3+,0,4,39.04,3.5,42.54,66.05,26.03,1,44,4,145,0,4
